emotion,ID,task,decision maker,HitL mc,MC Human OR,mc error,reading check error,fairness,fairness_OR,happy,joyful,proud,disappointed,angry,frustrated,emotion_OR,trust,trust_OR,programming exp,age,gender,education,ethnicity,algorithm definition
4.5,R_p0MrzUQuv2R2jpT,2,1,1,0,0.0,0.0,4,Whether a computer makes a decision or a person makes a decision doesn't make it any more or less fair and absent more information I can't say if its fair or not.,4,4,4,3,3,3,"He's available in the morning, so I doubt he will be mad he got scheduled to work in the morning, but he probably doesn't feel super happy about working: so i put mostly neutral responses.",3,"The algorithm wont play favorites, so i can trust it a little bit there, but it might not factor in other aspects.",3,29,2,3,2,"Its just a calculator, might be mathematical or logical.  You plug in details, it'll automatically produce/calculate a result."
5.166666666666667,R_5vjrGfUKea5iSuR,3,2,3,Computer alogrithm grades the statements and resumes and manager picks the top rated candidates for the interviews.,0.0,0.0,3,Computer algorithm won't see the personality traits or interaction that conversation would pick up. ,5,4,5,1,2,4,If based on the algorithm he misses the opportunity he might be upset. ,4,I am not 100% confident in computer's decision for the best candidate. ,2,51,2,5,1,Formulas or set of rules. 
6.166666666666667,R_24CRVog4KxZNv0Q,2,5,5,0,0.0,0.0,6,"Chris provided the times he was available, assuming he put that he was available mornings, the manager has the right to schedule Chris based on the needs of the cafe. ",6,5,5,1,1,1,Chris gets to work. He is happy.,6,The manager has been given the authority to make decisions about scheduling. He should be trusted to exercise that authority. ,2,28,2,5,1,0
4.5,R_2aRfMTyUdOVSUzd,4,2,3,"the role of the manager was to analysis data , the algorithm sets up the data to go over ",0.0,0.0,4,I think it could go either way on this depending on the customer,5,3,5,4,2,4,he could have many feeling about this and what would be going on during the analysis,5,I think he would look at it with reason and allow some things ,2,55,1,4,1,things that have set up for it to check like costumers complaint s
1.6666666666666667,R_C3LTNYfZrXD20RX,4,5,5,0,0.0,0.0,6,While a person is at work for a company the manager has the right to evaluate the employee at ANY time ,1,2,1,5,6,7,He would have negative feelings because he thought he was being micro managed,4,most managers judge a little too harshly and are naturally untrusting,3,25,2,5,2,0
5.333333333333333,R_3GddDmdo1xUQWO1,2,3,1,The manager monitors and adjusts the algorithm but the algorithm has the final say in the process of scheduling.,1.0,0.0,6,The algorithm takes what availability Chris has and the needs of the coffee shop and figures out what hours to schedule him.  I think it is fair because it takes both Chris's needs and the coffee shop's needs and figures out the best shift for both of them.,6,6,5,3,3,3,"Chris's availability was factored into the scheduling so he should be happy.  They didn't just assign him a schedule per the coffee shop's needs, they actually listened to him.",6,It is a computer and not a person making the scheduling decision.  It isn't biased.,1,38,1,3,1,I think algorithms are a computer program that factors in whatever information you provide it and give back the best answer based on the information provided.
4.5,R_8uBR5tpbIiy1cUV,1,1,1,0,0.0,0.0,6,The algorithm chose at random and Chris is qualified.,4,4,4,3,3,3,I think Chris would feel somewhat indifferent about the task.  It is a job that needs to be done.,5,I think the algorithm was more than likely designed to make the best decisions in each given situation.,1,33,1,4,1,Algorithms are programs/trackers that determine certain outcomes in certain situations based upon what they were programmed to do.
5.666666666666667,R_2ysDB9xOPxpwmdK,3,4,1,The algorithm selects the top applicants and the manager looks through personal statements.,1.0,0.0,7,It's very fair because it finds the most qualified candidates to be screened onsite. It doesn't make sense for managers to be sorting through resumes all the time that may not have people that are qualified for the jobs they are applying for. ,6,6,6,3,2,3,"As long as Chris is qualified, I don't believe he would mind this occuring and I would hope he would only want jobs in which he was qualified and would excel. ",5,I don't always trust computers and their processes 100%.,2,33,1,4,1,Computerized processes that weed through paperwork by looking for key words or phrases. 
4.0,R_01wl0IVInDhazBL,1,2,3,The manger assigned humans to monitor the components the algorithm thought would have maintenance issues.,0.0,0.0,6,It seems unbiased.,4,4,4,4,4,4,I think Chris would feel mostly neutral.,5,I think he will stay mostly unbiased.,1,37,2,5,1,Mathmatical formulas using multiple variables.
3.6666666666666665,R_3gNwBLvUpWCoJv6,3,4,3,"The manager analyzed the personal statement, while the algorithm chose the top applicants from their resumes. From there on-site interviews were scheduled.",0.0,0.0,5,"It seems fair to use an algorithm to find people that meet specific qualifications. However, not giving the whole resume consideration seems slightly unfair. The algorithm cannot take in everything that a human can.",3,3,3,4,3,4,"I don't think Chris would have any positive feelings about this process, but I don't think he'd feel strongly negative ones either. ",3,"As I noted before, simply flagging keywords can result in a good candidate falling through the cracks.",1,38,1,5,1,A computer program that analyzes information using specific keywords.
4.666666666666667,R_2woFhNZ2wiIJOwH,2,4,3,The algorithm chose the hours and times the employees would work based on the information it has.The manager's role was to pay attention to the amount of customers each day so the algorithm could create his schedule.,0.0,0.0,6,"If the algorithm is efficient, then I do not see how it could be unfair at all.",5,4,4,3,3,3,"I have no reason to believe why he would feel frustrated, or upset about anything. I can see how he would be somewhat happy, but not quite joyful and proud.",5,"Again, I have no reason to believe the alogrithm does not do a good job, or I would assume the coffee shop would no longer be using it.",1,29,1,4,1,Computer programs made up of a specific set of information used to solve problems.
5.0,R_2aetNQZvx7kv7Qo,1,4,3,The manager gave input and the algorithm made the final quality task assignments.,0.0,0.0,6,It seems fair based on best practices for the factory to use the algorithm to assign the task. The algorithm may be less prone to human error or bias.,5,4,4,3,2,2,"His feelings would be positive, having a job to do and believing the assignment of the task was well made.",6,"I trust that the many decisions made by humans programming the algorithm resulted in a product that has the expertise and understanding, combined with the manager's input, to make the best decision on task assignments.",1,54,2,3,1,a set of rules that govern an operation or function.
4.0,R_1r0qRV8eAHgX5qM,4,3,3,The algorithm gathers data and evaluates the output; the manager evaluates the algorithm.,0.0,0.0,5,Much of Chris's job involves working with computers and their output either exists or it doesn't.  Technical evaluations are fait.,5,3,4,5,2,5,"He might be pleased overall, but have identified some computer glitches that hold him back.",5,It is largely objective but doesn't account for crashing or other glitches.,2,41,1,5,1,programs that evaluate data
3.5,R_1gOdRB1B2w7nSFI,4,4,3,The manager reviewed past call recording while the algorithm reviewed customer comments to evaluate the worker,0.0,0.0,6,If it was just the algorithm it wouldn't be fair but since the manager is doing part as well then it seems ok.,4,3,4,4,5,5,He might be a little upset that something not human is evaluating him,5,If the company uses it it must work somewhat well,1,20,2,4,1,Mathematical functions used to perform a task
2.8333333333333335,R_vYzpMeZSke1JnRT,4,2,3,The algorithm judge the calls and comments and the manager uses that to evaluate Chris. ,0.0,0.0,5,It somewhat fair because the manager is analyzing the results before coming to an conclusion. ,3,3,3,5,5,6,I think Chris would be annoyed because there are many factors to explained a customer tone that Chris has no control over.,4,It hard come to a conslution with out more details but hopefully the manager understand all the factors when evaluating tone. ,3,33,1,5,1,a process to sort and label things. 
3.0,R_26mqFmOIY1emkaE,3,2,3,The managers job was to listen to the algorithms decisions.,0.0,0.0,6,"He didn't target chris personally, as long as the algorithm targets characteristics that are legal then there is no problem.",2,2,2,4,4,4,He didn't get a interview and that happens. It'll make him sad and then he'll keep trying. If he got a interview and then had a computer decide I think he'd feel helpless.,5,I don't have a problem with it,2,31,2,3,2,Algorithms are a set of rules designed to accomplish a task repeatedly 
1.0,R_3L10MAEhKXCUPdd,4,4,3,Both the manager and algorithm evaluated Chris' responses and his performance.,0.0,0.0,1,I don't think an algorithm can accurately evaluate a human response or human performance.,1,1,1,7,7,7,I think that Chris would find it to be extremely frustrating that an algorithm was evaluating his performance.,1,"As I said above, I don't feel that a computer algorithm could accurately evaluate human performance.",3,27,2,5,1,I think that algorithms are specific sets of instructions carried out by a computer.
4.0,R_3j3erk8wiPOJPEk,1,1,1,0,0.0,0.0,7,The algorithm is assigning the task based on past data. It has no personal input to the matter.,2,2,2,2,2,2,I don't think Chris would have any strong feelings about this. Getting the assignment is part of his job. ,6,It is a program designed by humans with data from the past. It is likely fairly accurate and should be checked in the event of consistent accuracy.  ,1,34,1,5,7,"Programs designed by humans to analyze data input and create a response in result. Essentially: If A --&gt; B, if B--&gt;C etc. "
5.333333333333333,R_1LIGD2dgTwigREW,1,5,5,0,0.0,0.0,6,The manager is supposed to delegate tasks. ,4,4,5,2,1,2,"It's Chris's job to do the assigned task, he shouldn't be mad about it. ",7,He seems to be doing his job. ,1,31,2,3,1,0
5.5,R_1nVEA9VcVGLsm2F,4,5,5,0,0.0,0.0,7,It was stated that it was the managers job to evaluate her employees.,4,4,4,1,1,1,Chris should be compliant.,4,I would have to know more about the manager.,1,41,1,3,1,0
5.0,R_3ndEbE3VkHXwEmE,1,5,5,0,0.0,0.0,6,the manager trusts chris,5,5,6,4,2,4,"chris likely wants to be the manager someday, so this is a test at his skillset",6,the manager sees something good in chris,2,34,2,2,1,0
4.0,R_3Dj250TkjlmIlR5,1,4,3,"The manager and algorithm both analyze the situation, but the algorithm makes the final decision.",0.0,0.0,5,It's pretty fair because there's human and algorithm factors involved,4,4,4,4,4,4,I feel like Chris would feel indifferent,5,I trust the assessment pretty well because I have no reason not to,3,19,2,3,1,Algorithms are rules usually created by logic and math
5.0,R_0TKfggDaDqcSXV7,1,3,3,The algorithm assigns the job based on what they think needs to be worked on.  The manager wil monitior this and can change things based on work conditions. ,0.0,0.0,5,"It seems fair to me, since the algorithm should know what needs to be done. ",5,4,4,2,3,2,"He should be happy, he is doing his job and getting paid to do it. ",5,I would think the algorithm has been tested and is accurate. so why not trust it. ,1,50,1,5,1,"Formulas or calculations put into a program and based on this, it will tell you when repairs or services need to be completed."
4.0,R_2BeW2VV26H64hwt,3,3,3, Algorithm was choose the best person and it was in managers to override it ,0.0,0.0,4,It's a program that's how it works,4,4,4,4,4,4,Unwarranted ,6,How it's supposed to work ,1,38,1,5,1,equations in the computer to make the best choice 
4.833333333333333,R_DTu7p5UA3hHZZZL,1,2,3,The algorithm determines what parts to service and the manager takes this information to assign a worker to maintain these parts on the machine.,0.0,0.0,7,"Chris is assigned to fix or check a part that is most likely to need maintenance based on the algorithm, rather than guessing.",5,4,2,2,2,2,I think Chris would appreciate the algorithm's predictions about what parts to service rather than blindly checking everything constantly.,6,The algorithm provides the most full proof predictions.,1,29,1,5,1,Algorithms are a functioning set of rules that help to determine an outcome.
4.833333333333333,R_2ZVMJywtWAfeNen,4,1,1,0,0.0,0.0,6,The algorithm is not biased so it's fair. ,5,5,4,3,3,3,He probably wouldn't really care,5,It is unbiased but it may be inaccurate at times. ,1,20,1,4,4,It's some type of robot that analyzes situations.
